label,translated_clean_data,cleaned_text
neg,Mama's house may have thought of a plane like the country,mamas house may thought plane like country
neg,"Well brother, I do not understand the truth of the cousin yet",well brother understand truth cousin yet
neg,This is a negative example text.,negative example text
neg,Thinking,thinking
pos,Don't make you smaller with thanks,dont make smaller thanks
neg,Politicals are more proficient,politicals proficient
neg,It is suffering from the hypocrisy of the hypocrisy of Asaduzzaman Noor.,suffering hypocrisy hypocrisy asaduzzaman noor
neg,Hey brother Kuta Naybal or if you say,hey brother kuta naybal say
ntr,"Frankly the Away match is a draw, but the positive",frankly away match draw positive
pos,Like watching and reading the account I would like to open an account,like watching reading account would like open account
pos,Many inspirational writers are filled with fatal power.,many inspirational writers filled fatal power
neg,Moratad Shahriar will be able to do nothing to do not get to talk throughout his life,moratad shahriar able nothing get talk throughout life
neg,"Joke is called joke because Joke is the job of the best performer named Ballon, the name of the three of the best performers in the year is the name of the three people, and the name of the Griez has risen in the last match and Neymy DiBala is doing the goal in the last match.Well so the number of goals is less",joke called joke joke job best performer named ballon name three best performers year name three people name griez risen last match neymy dibala goal last matchwell number goals less
neg,Quota wants people to give quota to low -minded people,quota wants people give quota low minded people
ntr,Thanks to Shamim Hangricoda's brother,thanks shamim hangricodas brother
neg,Has been to show patriotism to show up in Thailand a little need to be done,show patriotism show thailand little need done
neg,This is a negative example text.,negative example text
pos,Gold Bangladesh,gold bangladesh
pos,Barcelona is another name for love,barcelona another name love
neg,Shala,shala
neg,The first one finds the breakdown of the nation's head to find the broken radios,first one finds breakdown nations head find broken radios
neg,Brother is also a region where G does not get better,brother also region g get better
neg,Dust,dust
neg,News on the news site is coming to Foul Marka An Authentic News Source Steel everyone is highlighted as everyone shares.,news news site coming foul marka authentic news source steel everyone highlighted everyone shares
neg,"In the country, there is no way to kill the common people without the money to kill the illegal government.",country way kill common people without money kill illegal government
neg,This is a negative example text.,negative example text
pos,I have had fun with running as a racket that may have been a lot of similarities in reality,fun running racket may lot similarities reality
neg,This is a negative example text.,negative example text
neg,Let's all extend the help of the Ambalig Police RAB.Said that the fat,lets extend help ambalig police rabsaid fat
neg,Pleasure will respond to the comment of the group admin,pleasure respond comment group admin
neg,"Wali celebrity in the dancing of Wally Dancing in the country of dancing in Obaidullah in the country, many pandal media are treated and treated abroad at the government expense of advanced treatment, and if the Sumish tune of a Qur'an, the government wants to understand the country.Poor helpless news is not possible in this country, the country's Akejo president has a little fever and cough pain.Many other Qur'an Obaidullahs who do not need the state are now in the throes of the ungrateful nation without treatment and the nation and the government will read your funeral and read your funeral.Stand beside them, they will show you the right path",wali celebrity dancing wally dancing country dancing obaidullah country many pandal media treated treated abroad government expense advanced treatment sumish tune quran government wants understand countrypoor helpless news possible country countrys akejo president little fever cough painmany quran obaidullahs need state throes ungrateful nation without treatment nation government read funeral read funeralstand beside show right path
pos,Like writing,like writing
neg,"When the player says, the club is told that we will give the whole thing",player says club told give whole thing
ntr,If a Muslim knows it avoids,muslim knows avoids
pos,"Padma Bridge is a symbol of self -reliance in Padma Brongali, the national glory Padma Bridge is a secure implementation.",padma bridge symbol self reliance padma brongali national glory padma bridge secure implementation
ntr,Dietary Exercise Meditation Whether or not it is done with just frequency time management,dietary exercise meditation whether done frequency time management
neg,You go to the mad guru of Pabna,go mad guru pabna
neg,Plz FIFA Pls not proved the man in Ban Dais Messi,plz fifa pls proved man ban dais messi
neg,"Boy is the only snake to go to the sea souki, they can't do anything in front of them.",boy snake go sea souki cant anything front
ntr,Watched the movie theater,watched movie theater
neg,This is a negative example text.,negative example text
neg,The head is gone ray,head gone ray
neg,"Let's work to exclude the World Cup, let's all break the bus in India's face.",lets work exclude world cup lets break bus indias face
pos,Real,real
neg,"Club -based cricket will not improve as long as the war -torn Afghanistan is not up to the field, the quality of the age -based teams is better than the age -based teams of Bangladesh.",club based cricket improve long war torn afghanistan field quality age based teams better age based teams bangladesh
neg,Vigor,vigor
neg,Bipasha is completely denied the issue is very angry about the language of his tweet.,bipasha completely denied issue angry language tweet
neg,Old,old
pos,"If you do not recognize Mashrafe with the number of statistics trophy, the endless love of cricket fans in the ears, to whom the ambulance guru is better than the Range Rover.",recognize mashrafe number statistics trophy endless love cricket fans ears ambulance guru better range rover
neg,You need to be beaten shoes,need beaten shoes
neg,Meant that the Italian League teams played defense -based games,meant italian league teams played defense based games
neg,This is a negative example text.,negative example text
neg,"The day the wife says that you are Babu's father, Ruma's booklet will fly to the nation then the nation will accept the nation",day wife says babus father rumas booklet fly nation nation accept nation
ntr,Education,education
neg,The people have the courage to stop the movement with the police no longer tolerate,people courage stop movement police longer tolerate
pos,Great friend,great friend
neg,This is a negative example text.,negative example text
neg,It's because of no longer unmanageable events,longer unmanageable events
neg,The Argentine League and the Siri Annany League said how to say that Diwala is playing,argentine league siri annany league said say diwala playing
neg,The BGB has been instructed not to be illegally visited by the Indian.,bgb instructed illegally visited indian
neg,Forbidden shirk,forbidden shirk
neg,Where Begum Raushan Ershad speaks in the jail of Acre parliament sitting in the vast room of the opposition leader's office.,begum raushan ershad speaks jail acre parliament sitting vast room opposition leaders office
neg,Yes if the profile is like a pick guard if not cum,yes profile like pick guard cum
neg,Nobody in India,nobody india
neg,"Since the director Uom Akash's expectations down the level of expectations, I went back to see the leader of the movie.",since director uom akashs expectations level expectations went back see leader movie
pos,Liking,liking
neg,It is also easy to decorate the criminal in the most common folk,also easy decorate criminal common folk
neg,They do not hesitate to hand over the country to India for interest,hesitate hand country india interest
ntr,Name of the ID Khayaghat not connected to him on Facebook,name id khayaghat connected facebook
neg,Trump,trump
neg,"The first class magazine like the first Aloe in the Muslim country is nothing but united with the self -styled palace, but it does not understand the big obstacle to the first Alo.",first class magazine like first aloe muslim country nothing united self styled palace understand big obstacle first alo
ntr,Was asleep,asleep
neg,"Now I understand how many people of Choda will be at least one of the people, and you will know a little to my mother, how many people are as a result of Sala Madar Chod.",understand many people choda least one people know little mother many people result sala madar chod
pos,The best time in the best time could love the best of the brother to achieve the best,best time best time could love best brother achieve best
pos,It is impossible to win the trophy for the brothers aliens so refrain from the World Cup,impossible win trophy brothers aliens refrain world cup
pos,Show Mansion in the Bhabhi Post,show mansion bhabhi post
ntr,Housing and Public Works Minister Engineer Mosharraf Hossain requested that everyone to calm the chairs at the conference.,housing public works minister engineer mosharraf hossain requested everyone calm chairs conference
neg,"And if you do not speak, then the niney shit takes a stand against Bangladesh.",speak niney shit takes stand bangladesh
pos,Want to earn money online in data entry,want earn money online data entry
neg,This is a negative example text.,negative example text
neg,It will be seen that the constructive character is actually a fake of an Indian movie,seen constructive character actually fake indian movie
pos,Happy birthday,happy birthday
neg,Edin Jaco's goal in the EPL in the season and Jaco's goal so far in the season is difficult to score in the Italian League than the Satti League.,edin jacos goal epl season jacos goal far season difficult score italian league satti league
neg,Do not be ashamed to read the comments,ashamed read comments
neg,Ko,ko
neg,"If you do not interview someone good, your purpose is to understand",interview someone good purpose understand
neg,"Wali celebrity in the dancing of Wally Dancing in the country of dancing in Obaidullah in the country, many pandal media are treated and treated abroad at the government expense of advanced treatment, and if the Sumish tune of a Qur'an, the government wants to understand the country.Poor helpless news is not possible in this country, the country's Akejo president has a little fever and cough pain.Many other Qur'an Obaidullahs who do not need the state are now in the throes of the ungrateful nation without treatment and the nation and the government will read your funeral and read your funeral.Stand beside them, they will show you the right path",wali celebrity dancing wally dancing country dancing obaidullah country many pandal media treated treated abroad government expense advanced treatment sumish tune quran government wants understand countrypoor helpless news possible country countrys akejo president little fever cough painmany quran obaidullahs need state throes ungrateful nation without treatment nation government read funeral read funeralstand beside show right path
neg,"Tao cloned in the semen of the pigs, the human -shaped pig baby and the Prothom-alo dogs do not understand the news broadcast by the broker.",tao cloned semen pigs human shaped pig baby prothomalo dogs understand news broadcast broker
neg,People in the world send Buffe Private Pictures.,people world send buffe private pictures
pos,Mom's endless respect and love,moms endless respect love
neg,Not so long the final work of the final work does not need to know how much the expense,long final work final work need know much expense
neg,Shala knows a Jew,shala knows jew
neg,This is a negative example text.,negative example text
pos,Messi's goals look like a dream,messis goals look like dream
pos,Really nice writing or blogger Khaya Ghat Bhai does not know,really nice writing blogger khaya ghat bhai know
neg,This is a negative example text.,negative example text
neg,Mashrafe J is the bad thing to say bad and the cow,mashrafe j bad thing say bad cow
neg,Hahaha is a fever where Idiot is Fatima Madam's servant,hahaha fever idiot fatima madams servant
neg,"The uneducated people of the Kichu lower clan do not like these good because their leaders are a minister, but the common man is shouting with the common man.",uneducated people kichu lower clan like good leaders minister common man shouting common man
neg,"In the market, the money is available in the market, the criminals with registered SIM with the children with the children.",market money available market criminals registered sim children children
ntr,"Except for the disabled quota and quota, the freedom fighter quota district quota is not needed for some time after independence, and women quota should be arranged for a safe movement of women to minimize it.",except disabled quota quota freedom fighter quota district quota needed time independence women quota arranged safe movement women minimize
pos,Well,well
neg,Advertisement,advertisement
neg,"In the special district, he thought that the country would be in the country, and abroad would be in force.",special district thought country would country abroad would force
neg,Shala is not ashamed of your shame,shala ashamed shame
neg,"Education products, however, VAT father is not a minister or ATM booth no black cat will add money to ghost life government If you do not need to leave the highway if you do not need to leave the highway.Gets",education products however vat father minister atm booth black cat add money ghost life government need leave highway need leave highwaygets
neg,And how many of us are not able to uncover the mystery of a disappear.,many us able uncover mystery disappear
neg,Hazaribagh's tannery instructs the immediate closure,hazaribaghs tannery instructs immediate closure
neg,This is a negative example text.,negative example text
ntr,Millions of Euro million dollars of a million pounds,millions euro million dollars million pounds
ntr,Historical Story Pictures do not leave the risky controversy behind,historical story pictures leave risky controversy behind
neg,"In the last match report of Bangladesh's day, a few words are not present if the words are not appeared, the chief guest of nine words must be wicket -wicket gifts.",last match report bangladeshs day words present words appeared chief guest nine words must wicket wicket gifts
pos,Wine,wine
neg,Boss you are not out today everyone is out in artistic sight,boss today everyone artistic sight
pos,Sad react mare who wants to see the champion of 😂 pizzie,sad react mare wants see champion pizzie
neg,This is a negative example text.,negative example text
neg,Maybe the meeting with Mahmud Hassan has come to say that one ineligible one will say that people will say that there will be no coordination so that Khaleda Zia will be ineligible for keeping the joy of being ineligible and it is difficult for Nurul Huda to sell morality when she gets the position.,maybe meeting mahmud hassan come say one ineligible one say people say coordination khaleda zia ineligible keeping joy ineligible difficult nurul huda sell morality gets position
neg,The bar BQ and heroic men organized under special arrangements.,bar bq heroic men organized special arrangements
pos,So I will accept the words,accept words
neg,Font,font
neg,Rhythm,rhythm
pos,Kuwait is blessed to have cut the stains in your mind,kuwait blessed cut stains mind
ntr,The party was now nor Real is being read before Real Bangla Grammar.,party real read real bangla grammar
ntr,Forgot spelling is wrong,forgot spelling wrong
neg,See all the mansions in the notification,see mansions notification
pos,Haha super comment is the right thing,haha super comment right thing
neg,Thief,thief
pos,Cotton cotton is more than the price of faith than life,cotton cotton price faith life
neg,They should play PSL game,play psl game
neg,He said like wise and became,said like wise became
pos,The song never seems old,song never seems old
neg,They have forgotten the day of the freedom fighters and the freedom fighters.,forgotten day freedom fighters freedom fighters
neg,"Petolboma till he was patient, now Mahatma Gandhi has died due to lack of opportunity.",petolboma till patient mahatma gandhi died due lack opportunity
neg,This is a negative example text.,negative example text
ntr,Brothers,brothers
neg,'Forge' to the traffic system,forge traffic system
neg,"In the hands of the beast, the weapons of the toys were killed in so many Bangladeshi shootings",hands beast weapons toys killed many bangladeshi shootings
neg,It is said that the country's parliament system is not effective in the country to wander in the country.,said countrys parliament system effective country wander country
pos,"In one day, I have become a big fan of you, Via will be playing polygamy songs on the play list today.",one day become big fan via playing polygamy songs play list today
pos,ICC is the emerging cricketer of the Year of the Year Master Master Mustafizur Rahman Congratulations Fijj,icc emerging cricketer year year master master mustafizur rahman congratulations fijj
neg,This is a negative example text.,negative example text
neg,"In the country, the BNP Awami League party sits like two Himalayas and the opportunity to move them to the newcomers.",country bnp awami league party sits like two himalayas opportunity move newcomers
neg,"Each verse of the core is not on human beings and people are not supposed to be on other animals, or the verse is correct, but many spells are wrong and written in writing the verse.",verse core human beings people supposed animals verse correct many spells wrong written writing verse
pos,"If you have a player, you will not have the ideal and that's why you love you so much and will never get such a player.",player ideal thats love much never get player
neg,It will not be difficult to make a criminal a criminal,difficult make criminal criminal
neg,"Digital criminal information guilty guilty culprits will identify the type of criminal, the uneducated thief robber of the crime or the crime of BNP Jamaat.",digital criminal information guilty guilty culprits identify type criminal uneducated thief robber crime crime bnp jamaat
pos,Songs will be the brilliant stars in the history of Bengali music,songs brilliant stars history bengali music
pos,"💚 I pray to Allah, staying healthy.",pray allah staying healthy
pos,Wow wow sabbas,wow wow sabbas
neg,And even though there is someone there is mentally ill,even though someone mentally ill
neg,"People are taking public rights in the name of law, the legal work is going to say that the opposition is looting the country's wealth, theft is being robbed by the robber and terrorist donor rod instead of bass, but the nation is providing security in the dance.Thousands of crimes like this one day came to the bottom of the tree and forgive them and make many praise Paradise.Great Gunn",people taking public rights name law legal work going say opposition looting countrys wealth theft robbed robber terrorist donor rod instead bass nation providing security dancethousands crimes like one day came bottom tree forgive make many praise paradisegreat gunn
pos,Number is the best of the best,number best best
neg,"After hearing the word Islam, itching of Shahri's grave started to get many treatment.",hearing word islam itching shahris grave started get many treatment
neg,This is a negative example text.,negative example text
neg,"What is going on now, in the face of advertising gaps, the advertisement of the advertisement is not a long time without reducing the extent of the advertisement, but the audience will not eat if the audience will not be broadcasting, but the DVD player will run at least without the news of the domestic TV and the talk.",going face advertising gaps advertisement advertisement long time without reducing extent advertisement audience eat audience broadcasting dvd player run least without news domestic tv talk
pos,Impossible beautiful camping last Aslam,impossible beautiful camping last aslam
pos,Alhamdulillah,alhamdulillah
pos,The best video of the year is the best to achieve the best,best video year best achieve best
pos,Haha haha,haha haha
ntr,Timgula in La Liga plays technically offsative,timgula la liga plays technically offsative
neg,The descendants of Mirzaffar make the house to eat the next reputation.,descendants mirzaffar make house eat next reputation
neg,All -time,time
pos,Türkiye thanks for the purification,trkiye thanks purification
neg,The shrimp is right,shrimp right
neg,Chicken kabir's born in the drain,chicken kabirs born drain
neg,"If the Awami League does not need to lose power anymore, the ghost's name will not be able to quit power.",awami league need lose power anymore ghosts name able quit power
neg,"Thousands of Muslim religious people who took place in Arakan in Arakan, Myanmar, have diminished the history of human rights violations, such as the most brutal massacre that burned down the houses of thousands of Muslim religions.",thousands muslim religious people took place arakan arakan myanmar diminished history human rights violations brutal massacre burned houses thousands muslim religions
pos,Nesha's brother is proud of,neshas brother proud
neg,"Dhoni Dhoni is the poor to continue the poor in this way, the nation will become paralyzed.",dhoni dhoni poor continue poor way nation become paralyzed
neg,How many Bangladeshi kills Randia will find peace,many bangladeshi kills randia find peace
pos,John Betty,john betty
neg,"Wali celebrity in the dancing of Wally Dancing in the country of dancing in Obaidullah in the country, many pandal media are treated and treated abroad at the government expense of advanced treatment, and if the Sumish tune of a Qur'an, the government wants to understand the country.Poor helpless news is not possible in this country, the country's Akejo president has a little fever and cough pain.Many other Qur'an Obaidullahs who do not need the state are now in the throes of the ungrateful nation without treatment and the nation and the government will read your funeral and read your funeral.Stand beside them, they will show you the right path",wali celebrity dancing wally dancing country dancing obaidullah country many pandal media treated treated abroad government expense advanced treatment sumish tune quran government wants understand countrypoor helpless news possible country countrys akejo president little fever cough painmany quran obaidullahs need state throes ungrateful nation without treatment nation government read funeral read funeralstand beside show right path
neg,South Africa has been born in South Africa to be born in another country without being born in another country.,south africa born south africa born another country without born another country
neg,"If you are afraid to look at Pakistan, then if you want to express the power to Bangladesh, run the Pakistani.",afraid look pakistan want express power bangladesh run pakistani
ntr,See you will give cold water on the head coming on a hot day,see give cold water head coming hot day
neg,How many haul in my life I got the news of Aida Halim or Biometric Halim,many haul life got news aida halim biometric halim
neg,"Nizam Ghazi Bhai, the poet needs his job, he needs to get a job.",nizam ghazi bhai poet needs job needs get job
pos,The best of the best,best best
neg,Luca Madrich Andre Gomez's feet may say to verify the qualifications through the National Trophy,luca madrich andre gomezs feet may say verify qualifications national trophy
neg,"They are not the police of Bangladesh, they are the Akam Kukam of the Akam Kukam as much as they are.",police bangladesh akam kukam akam kukam much
pos,Ivan Bhai many thanks to the important writing of the extraordinary writing,ivan bhai many thanks important writing extraordinary writing
neg,Brother did not be good at you,brother good
pos,Congratulator,congratulator
neg,Wow,wow
neg,G,g
neg,SIM card and handset to get forgery services are suitable for technology,sim card handset get forgery services suitable technology
neg,This is a negative example text.,negative example text
neg,The guilt has been judged and is easy to find the guilt,guilt judged easy find guilt
neg,This is a negative example text.,negative example text
neg,This is a negative example text.,negative example text
pos,Still love which love is,still love love
pos,Congratulations to Bangladesh will continue your success in such a way that the country will continue to be proud of the country.,congratulations bangladesh continue success way country continue proud country
neg,"Flat and award to win the match for each player, as well as losing the match",flat award win match player well losing match
pos,Many many thanks looked good,many many thanks looked good
pos,Rectum,rectum
neg,This is a negative example text.,negative example text
neg,"Whether the razakarade was in the war during the war, the chicken supplies in Pakistan, like the organizers of the War of Liberation and the conscience of the intellectuals of Aba.",whether razakarade war war chicken supplies pakistan like organizers war liberation conscience intellectuals aba
pos,So many beautiful brothers,many beautiful brothers
neg,"In the Imobile match, Goloimobil in the other league does not know how to play in another league",imobile match goloimobil league know play another league
pos,"'I got permission from the BCB, but I did not get the non -compliant letter today on Friday, the BCB's formalities will be received on the morning of the morning.",got permission bcb get non compliant letter today friday bcbs formalities received morning morning
neg,"As long as it needs to be seen, these old Laim comments are newly tried",long needs seen old laim comments newly tried
ntr,Now and many proofs the rest of the goal scoring Abelity is the final third come to work.,many proofs rest goal scoring abelity final third come work
neg,This is a negative example text.,negative example text
ntr,"In the BNP, the name of the food is hidden in the neck of the food",bnp name food hidden neck food
neg,This is a negative example text.,negative example text
neg,The guy,guy
neg,The liberation of democracy,liberation democracy
ntr,Edited brother,edited brother
neg,It is possible to watch the umpire's pocket hot by watching today's match,possible watch umpires pocket hot watching todays match
neg,Women are better than women and Balbapesa was making Advocate and Wire with Actor Aeenam.,women better women balbapesa making advocate wire actor aeenam
pos,Dear Razzak Bhai Thank you so much,dear razzak bhai thank much
pos,A cricketer who is proud as a Bangladeshi has earned the rare honor of the country.,cricketer proud bangladeshi earned rare honor country
neg,"I did not see the Robi Sea today to see today, the opposite is sometimes done now",see robi sea today see today opposite sometimes done
neg,"Under Sujan Sahib, Bangladesh performed under such a performance under anyone else's performance.",sujan sahib bangladesh performed performance anyone elses performance
ntr,"Go because you are married with false information, but many try not to adapt to humanity because it is more harmful to the girl's party that is more than the rest of it and the conscience says.",go married false information many try adapt humanity harmful girls party rest conscience says
neg,"If you do not bribe at work, ordinary citizens will go through and government employees will take bribe.",bribe work ordinary citizens go government employees take bribe
ntr,Quota is not more than justified,quota justified
neg,And after a few days the shop's signboard will be found in biometric SIM.,days shops signboard found biometric sim
ntr,"The word has become a serious mistake because the request is not noticed by the Hon'ble blog, which is sadly the word wrong is that people in the area peacefully collect smart cards on the line instead of helping the Honorable blogger to modify the word non -cooperation.I hope you see the Honorable Bloggon, Mahomeda Sunjar",word become serious mistake request noticed honble blog sadly word wrong people area peacefully collect smart cards line instead helping honorable blogger modify word non cooperationi hope see honorable bloggon mahomeda sunjar
pos,Suppose Comera's direction iPhone is behind Google's pixel,suppose comeras direction iphone behind googles pixel
pos,Alhamdulillah has crossed the biggest obstacle in building the Padma Bridge.,alhamdulillah crossed biggest obstacle building padma bridge
pos,Better brother is coming more,better brother coming
neg,"Jazakallah Khairan ♥ Dear Mufachair Sahib group, they do not do all that they are starting to destroy the unity of Muslims.",jazakallah khairan dear mufachair sahib group starting destroy unity muslims
neg,Much knows of the BNP,much knows bnp
pos,People movement it is enormous questions,people movement enormous questions
neg,Shiur is a docker,shiur docker
neg,He has spoken to him on the blog written by Khaya Ghat Bhai for a long time,spoken blog written khaya ghat bhai long time
ntr,How would I want to add pictures with writing,would want add pictures writing
neg,Hindus are jumping so much,hindus jumping much
pos,ICC is the emerging cricketer of the Year of the Year Master Master Mustafizur Rahman Congratulations Fijj,icc emerging cricketer year year master master mustafizur rahman congratulations fijj
neg,Not be able,able
ntr,Single still today,single still today
ntr,"If nine seats are not girls, you can sit in the seat. The nine seats are reserved means that male people will not sit there",nine seats girls sit seat nine seats reserved means male people sit
neg,Devil,devil
neg,This is a negative example text.,negative example text
neg,Quaker brain should not be sent to the jungle of Africa immediately,quaker brain sent jungle africa immediately
pos,The best,best
neg,This is a negative example text.,negative example text
neg,The houses of the conspirators of India should be sent to Bangladeshi two -day toilet packets,houses conspirators india sent bangladeshi two day toilet packets
ntr,"Likewise, the Ubuntu Mint Linux Based OS all maintains uniqueness even though all of them are Linux Viktik and their different children are inherited like grandchildren.",likewise ubuntu mint linux based os maintains uniqueness even though linux viktik different children inherited like grandchildren
neg,Shoes on your face,shoes face
neg,The guilty of the culprit detects someone's son -in -law and kicking someone in Goa the rationale for such a farce with the public,guilty culprit detects someones son law kicking someone goa rationale farce public
neg,Understand that the people of Bangladesh will no longer educate,understand people bangladesh longer educate
pos,"Blessed by getting the guardian of such a good mind, bless you all the success of Amin",blessed getting guardian good mind bless success amin
neg,This is a negative example text.,negative example text
neg,This is a negative example text.,negative example text
pos,Undoubted,undoubted
ntr,"Understand that I was advertising a new number and a special nickname because I would sell the matter, after a while I was advertising the name Simar Massage.",understand advertising new number special nickname would sell matter advertising name simar massage
pos,The master is more than the writing you love,master writing love
neg,In the match this is 1,match
pos,The best was to write,best write
neg,"The friend of the police is the friend of the crowd, the friend of the crowd is the friend of the drug addict.",friend police friend crowd friend crowd friend drug addict
ntr,No brother,brother
neg,Shoes,shoes
neg,"The nun's splash on the cut is nothing to do without breathing a long breath, not understanding the United Nations",nuns splash cut nothing without breathing long breath understanding united nations
ntr,To do work,work
pos,Wonderful,wonderful
pos,Mashrafe means a person who does not see the post,mashrafe means person see post
neg,This is a negative example text.,negative example text
ntr,It is the operator,operator
neg,"OK Sala Dog Kid Kari Kari Kari Kari Kari Karun Kari Kanki, a Sala Dog Kids",ok sala dog kid kari kari kari kari kari karun kari kanki sala dog kids
neg,Sala chicken thief,sala chicken thief
neg,Avoid making offensive comments on match threads the word hole is completely banned in the group to ban it directly if anyone uses it,avoid making offensive comments match threads word hole completely banned group ban directly anyone uses
neg,The iPhone made the previous model phone update to make the deadly slow that made it slow like update on the new phone so buying an old iPhone means catching up.,iphone made previous model phone update make deadly slow made slow like update new phone buying old iphone means catching
neg,Mash Awami League's decision to join the Awami League is the biggest mistake of the right life,mash awami leagues decision join awami league biggest mistake right life
neg,Burmati's uncle is also buying flop goods,burmatis uncle also buying flop goods
neg,The new topic of debating the Bengalis was created,new topic debating bengalis created
pos,Can't do you anymore.,cant anymore
ntr,Bangladesh is just a normal country,Bangladesh normal country
neg,Doubts are actually in a healthy brain whether today is another talk tomorrow,doubts actually healthy brain whether today another talk tomorrow
neg,Hey brother did not understand that at first the font was in the font at the end of the writing.,hey brother understand first font font end writing
neg,Ease of,ease
pos,"Whose voice is hearing to hear the voice in the morning, when the people of love are breathing the mind whom the loved one is the busyness of the day with whom the imagination of spending the love of the love is that the head of the love is the light of his own.If the people of love are not on the side of the people who remember the eyes as soon as the eyes are shaking, the people of love do not hate the people who can not hate and forget the mind that the person who loves the love is that the people who remember the words of love.",whose voice hearing hear voice morning people love breathing mind loved one busyness day imagination spending love love head love light ownif people love side people remember eyes soon eyes shaking people love hate people hate forget mind person loves love people remember words love
ntr,Turkey's baby with heat of the native chicken is with chicken kids to give extra temperature or not,turkeys baby heat native chicken chicken kids give extra temperature
pos,The mind is good,mind good
pos,Bangla language will not be sweet tunla,bangla language sweet tunla
neg,Har Jit Finalists don't troll the troll when you say pride that there is no trophy as alionlien and aliens,har jit finalists dont troll troll say pride trophy alionlien aliens
neg,"Surah At Tawbah and the middle person will never pray in the grave if anyone dies, then he refuses to Allah if he has rejected the Messenger of the Prophet.",surah tawbah middle person never pray grave anyone dies refuses allah rejected messenger prophet
ntr,Europe to open American ID,europe open american id
ntr,That is why the good of yourself is the oily of the ear to the ear,good oily ear ear
ntr,It is difficult to think about writing the most successful blogger,difficult think writing successful blogger
neg,"I did not expect you to love the movie such a low quality story, so many people went to see the movie because someone else would come to comment and abuse the movie.",expect love movie low quality story many people went see movie someone else would come comment abuse movie
neg,And this is the blogger with two guts and bolba shafi shafi huzar now repents if he does not accept the other sir with repentance.,blogger two guts bolba shafi shafi huzar repents accept sir repentance
ntr,Remove away if there is a link,remove away link
pos,Completely unstable thanks,completely unstable thanks
pos,I remember a lot of old words,remember lot old words
pos,More beautiful,beautiful
pos,I lost the language with joy,lost language joy
ntr,This is the Prothom-alo magazine to collect the juice of the magazine,prothomalo magazine collect juice magazine
neg,This is a negative example text.,negative example text
ntr,Don't say no,dont say
neg,This is a negative example text.,negative example text
neg,"On Monday, I still did not see the Sadh Network",monday still see sadh network
neg,Masharfi's surgeon David Young came in Bangladesh could show him in Bangladesh,masharfis surgeon david young came bangladesh could show bangladesh
neg,India's brokers may be the children of Torasab Malaon illegally.,indias brokers may children torasab malaon illegally
pos,Like much much better,like much much better
neg,I used to get a shoe,used get shoe
neg,This is a negative example text.,negative example text
pos,"Talking to the video today, I see the video today that the story of Abdullah, the popular megazin named South Africa in the United States, comes to Megazin.J Bangladeshi salute was salaam.",talking video today see video today story abdullah popular megazin named south africa united states comes megazinj bangladeshi salute salaam
ntr,Homage,homage
neg,This is a negative example text.,negative example text
neg,Registering the SIM is not basically because the SIM registration is the secret information of the people because the SIM company may not doubt foreign abuse.,registering sim basically sim registration secret information people sim company may doubt foreign abuse
ntr,Will be required to be admitted,required admitted
neg,Hard,hard
neg,"When someone's fall, it is difficult to know the power of the government to know the power of the government",someones fall difficult know power government know power government
pos,Come on you so much cute,come much cute
pos,Life is where the beautiful laughter,life beautiful laughter
ntr,Love,love
neg,"In love with the country, Ica Walla has eaten bamboo by buying a domestic phone",love country ica walla eaten bamboo buying domestic phone
pos,Humanity to win love,humanity win love
neg,In Syria,syria
ntr,"It is more interested in the photography of the writing, I do not want to write different topics and walk around the head.",interested photography writing want write different topics walk around head
pos,Thanks will take the heart,thanks take heart
ntr,"It was to take women to be a typical farming soldier for various reasons, including the adoption and uplift of women, or men are the qualifications to provide for the main earnings of the society as the main earnings of the society.If the wife is married to Moharana, then the thought of divorce will not come or not because of the financial investment.",take women typical farming soldier various reasons including adoption uplift women men qualifications provide main earnings society main earnings societyif wife married moharana thought divorce come financial investment
neg,Criminals BNP Jamaat requires SIM registration,criminals bnp jamaat requires sim registration
pos,RK,rk
pos,Ronaldo has been awarded the award in the hands of the right player,ronaldo awarded award hands right player
neg,They whom they see such bizarre people to fill the ears in the ears and the ears to knock in his hand,see bizarre people fill ears ears ears knock hand
pos,Many players are coming to Barcelona,many players coming barcelona
pos,The mind was good to feel big,mind good feel big
ntr,Maybe,maybe
neg,This is a negative example text.,negative example text
neg,This is a negative example text.,negative example text
ntr,Hydrofloor Carbon is much more responsible than carbon dioxide in the temperature of the atmosphere,hydrofloor carbon much responsible carbon dioxide temperature atmosphere
ntr,In order not to blame the dream,order blame dream
ntr,Buying Mac Books without buying an iPhone with one lakh rupees is more intelligent quality,buying mac books without buying iphone one lakh rupees intelligent quality
pos,Abid Mohammad Bhai has been arranged for the Duplex bathroom without a flat and movement of the Lambergui vehicle in the Gulshan house.,abid mohammad bhai arranged duplex bathroom without flat movement lambergui vehicle gulshan house
pos,The fun experience of a college educator has played the role of the girl he likes his naughty.,fun experience college educator played role girl likes naughty
neg,Emera Azira would not post,emera azira would post
ntr,Eat,eat
neg,Madari Madari,madari madari
neg,Scholar,scholar
neg,It was written that Bismillahir Rahmani Rahim means praise started in the name of Allah,written bismillahir rahmani rahim means praise started name allah
pos,Ahavalbasa a strange expression brother looked good,ahavalbasa strange expression brother looked good
